Date_measurement,RNA_flow_per_capita_VR01,RNA_flow_per_capita_VR02,RNA_flow_per_capita_VR03,RNA_flow_per_capita_VR04,RNA_flow_per_capita_VR05,RNA_flow_per_capita_VR06,RNA_flow_per_capita_VR07,RNA_flow_per_capita_VR08,RNA_flow_per_capita_VR09,RNA_flow_per_capita_VR10,RNA_flow_per_capita_VR11,RNA_flow_per_capita_VR12,RNA_flow_per_capita_VR13,RNA_flow_per_capita_VR14,RNA_flow_per_capita_VR15,RNA_flow_per_capita_VR16,RNA_flow_per_capita_VR17,RNA_flow_per_capita_VR18,RNA_flow_per_capita_VR19,RNA_flow_per_capita_VR20,RNA_flow_per_capita_VR21,RNA_flow_per_capita_VR22,RNA_flow_per_capita_VR23,RNA_flow_per_capita_VR24,RNA_flow_per_capita_VR25
2021-03-21,6276935,13127,24738363,409417,1463372,47179,21563445,4452795,56351625,36262370,6796742,15064829,705712,4586678,0,7718613,15663161,3661591,4230846,4343039,9048439,7125043,23130755,10733216,0
2021-03-22,2040651,11965595,4795689,16166776,6227476,10066539,4147130,7465463,7583272,0,6988,101200,29835872,3460,60816609,15515518,22893331,19144152,3113111,15744978,4235755,3889561,859112,8989563,0
2021-03-23,1475546,0,24363,83227,9331316,19129508,6645356,23462721,68002597,0,2859861,12943219,4004,9601713,812242,29142097,12134331,384956,676,10304298,30230720,4955823,0,0,22953395
2021-03-24,8941987,1526,7744046,7353676,2372901,6324801,15998021,7994162,20822829,18701690,0,36093,4973289,3708,0,19247153,20702090,16667312,10050171,57780461,1719022,52194142,24796733,3395081,0
2021-03-25,2294353,16391880,257589,1590386,4343153,861,1706927,7072718,4222775,2136749,9276497,0,22225726,8391445,15865445,8252141,8847736,1097359,9931423,36899264,7534212,18090634,2614088,19515261,0
2021-03-26,5044383,0,4644103,12926127,0,26439131,249266,0,28765624,0,0,0,18923167,1357,0,35269318,88316710,43914948,8611689,0,0,0,0,0,30531696
2021-03-27,14952788,0,3153672,0,5434414,5456,10386626,0,40709585,0,0,27842571,1241074,11097668,0,5158156,18791040,10581652,1728754,38132937,4682,46521689,0,0,0
2021-03-28,405229,0,3698606,1811480,1612066,0,1601,5438645,33799898,36746199,5733,1093341,27364570,4402,0,18206069,36402588,13102158,8029841,22840804,9237287,27942320,29876320,6777325,0
2021-03-29,1565410,28076292,154054,6378609,22996231,33448874,6305299,10292788,14470672,2889275,19356167,5292531,1078,4435943,28840661,3755809,18373397,123515,273885,10896737,5136415,0,1853764,12117325,20729510
2021-03-30,5036662,0,8818781,3155643,0,7038,9903517,9966217,39518687,22045030,0,8722014,6366354,3416,0,19625400,35579245,9975255,1990309,28517970,10995603,20633372,0,0,0
2021-03-31,5610386,0,997798,3659681,3776262,11175010,7511948,8300655,30838409,0,1784139,12112581,40220398,6932151,6022434,1333923,19057305,12705277,6543300,5841532,8051733,404,14527681,8622175,0
2021-04-01,5410345,13691503,1096979,32168,0,16975444,9081623,4942831,32652956,780092,8257124,9387087,1364963,5809,34286485,19142790,25922044,7427966,411,40462702,514654,3237364,1343689,16229626,13655421
2021-04-02,0,0,21116945,33166135,29775288,0,0,0,452224,0,0,26362372,7466,22852912,0,262311,13730064,401412,2208,55483639,13015305,3982607,0,0,0
2021-04-03,16896768,0,3799262,17521,0,0,1652556,155281,5825222,0,16687412,67333,187853542,2525,0,32603226,15043748,0,0,0,51401,12478997,0,0,4840292
2021-04-04,0,0,0,260559,0,62578871,548606,0,7482347,0,0,46193537,7778,32929569,0,841660,0,5361609,0,4620190,0,0,0,0,47020838
2021-04-05,3043361,16149234,733646,4952466,15088286,8564099,3481832,6473279,27161034,15936662,5378597,5859448,4545533,2934,14734971,25728082,14528687,10394257,7345554,22444249,4091765,21078079,20603615,15550177,0
2021-04-06,42915512,0,22448392,6491430,14087416,11081,1858633,4926380,5839414,1754656,6164814,7013502,57875075,17145832,1047245,1343842,14898140,4519530,22103124,21991232,30138810,0,0,0,0
2021-04-07,3548997,0,428278,8846213,8288782,62555744,30715113,12132906,41501260,6297611,0,11249229,1645810,0,234642,44884480,42496277,12785440,3659895,39232759,317206,10039663,0,0,21400169
2021-04-08,9787244,11097989,3202393,2763924,3768398,5519,2527106,12418898,29814660,147750,2101070,12406007,1752188,529425,28057755,2454653,20100746,1864244,3601821,20099506,8589842,10169215,2579068,15859288,0
2021-04-09,620203,0,0,0,18964679,0,0,0,15550217,0,3616095,14471,148887030,4801,0,34615238,11731993,1309117,0,47413899,0,0,0,0,0
2021-04-10,0,0,0,247028,0,103358114,1296959,0,46556199,0,0,25016328,3152,22376798,5079348,11971550,50677210,56211413,0,48524240,18495194,0,0,0,46387758
2021-04-11,1676188,3244,0,0,0,4632293,13884808,6340115,34236726,22948693,9797227,7761027,4319807,9094189,3789114,5013930,21497827,16684405,5206158,33996681,8609689,10556636,25490879,11607117,0
2021-04-12,3193498,9073961,13221567,4131515,11995318,12274780,5512503,9994272,24692348,0,14425,5743299,48264552,9106569,53304437,5481933,4089728,2729925,442220,12934324,3912253,24320531,1866912,14598993,0
2021-04-13,14220133,3413,394914,13038288,41009,40148915,453628,7249195,26059920,0,0,9221672,7010931,4481,1495644,22502504,38689654,12836185,1331,59897438,20797927,10097980,0,0,29014830
2021-04-14,2866068,0,9251073,10264598,26614847,12918349,10923101,585103,14220840,1714211,15674512,21650587,1247542,4280905,0,10653870,234838,1014641,11488963,1275786,0,441129,19279996,6315931,0
2021-04-15,4280364,11853717,283206,467516,0,472,2651,6411335,4460233,16008499,3506847,14140,44472737,0,88937882,13384483,13997403,17278355,0,9515825,10737822,14806025,1316635,13642280,2164719
2021-04-16,0,0,0,112038,0,46486998,4597266,0,56421806,0,0,0,2934,16163460,0,0,0,0,21676590,0,0,0,0,0,77613392
2021-04-17,0,0,0,3723933,0,22865,22814826,25267094,93478242,0,0,9592751,0,3003,5575098,18755833,122977996,0,2693,26690318,3925141,9552214,0,0,0
2021-04-18,4414567,0,597233,8629042,6216621,0,10198763,936705,25949037,21923321,10942452,4260073,73313304,4626194,83833,14222121,8793205,11548658,0,19634921,30472524,19035957,17093854,11771011,0
2021-04-19,3514551,11811904,6442911,2117797,643367,31747015,4727792,8601284,4093988,236429,0,15136816,4984338,1909,143249088,17631966,31401701,11793236,4325055,27858117,9146554,48226294,1444498,12802711,16708275
2021-04-20,11299239,0,759421,13906489,5863507,13267,11000934,4416114,42520972,1860622,13981812,6741275,2137,16053091,6070736,25682340,16352423,793329,4979544,30048685,15094266,8090587,0,0,0
2021-04-21,2123130,5068,2392222,2209878,4725996,19665777,6845884,860535,49432995,25639727,0,3880322,0,0,1800302,0,21812048,1370102,11946709,7889330,0,0,27331962,10047181,0
2021-04-22,2559771,14508457,508511,4527,6509778,679,638467,2178007,10971001,0,0,12130182,0,0,87719382,11496940,10015750,7617925,0,39079876,0,0,2703604,26998805,21435208
2021-04-23,0,0,0,5258162,0,17076,39734126,0,63012518,0,0,0,8499506,22015,3577906,26769757,75191262,7781003,30099310,0,0,0,0,0,0
2021-04-24,0,0,2365451,7250645,22856514,0,6696,53924760,16123948,0,36475,0,119798872,37796410,0,0,11584126,62735804,1327046,0,0,2526085,0,0,0
2021-04-25,6812532,0,5966967,13833413,22352647,10547673,548054,1519393,26715211,1745756,15782067,6490578,8025575,0,0,3378976,35579480,194966,879472,38858783,26007705,14568824,18627281,28364543,946789
2021-04-26,0,2985827,0,618000,1224157,36150732,38683827,1058,112768814,0,0,0,2896,11417160,0,3831139,0,51075613,0,5730488,0,0,0,0,35310545
2021-04-27,12661020,10522383,9688889,3362401,3213690,0,2766,5127721,16129091,12330150,7081,6337030,26181957,8495,80245008,11112073,19225203,1410797,305,28818875,10592822,25485910,0,0,0
2021-04-28,2952396,0,365949,8696255,41586550,10924157,7458237,28011550,6322570,0,0,25068681,0,0,0,6476878,28824976,1166789,39494484,2214010,0,0,26901835,15605524,0
2021-04-29,0,0,0,0,15733441,20984,0,0,1842183,7045882,81785714,21797909,0,0,0,4172907,48056523,544194,40708159,15437,51301618,0,10393784,76565423,0
2021-04-30,0,0,120883409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23335950,3272480,0,0,0,0
2021-05-01,0,0,0,0,0,93934569,28308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-02,0,0,17024478,0,0,0,0,0,0,0,0,423462,2761,0,0,2556232,157568703,0,0,0,0,0,0,0,0
2021-05-03,5686280,24593017,4311966,14581572,19265455,9330650,5101198,72747,2224508,4540248,157515,267083,824081,0,15407326,604623,167191,0,0,18342143,30545139,0,3480425,23461730,0
2021-05-04,4640555,13054,0,87853,2524223,38422643,12105896,53987783,36781095,0,0,0,0,0,122771,38674371,65975888,77686803,2950,32653093,0,0,0,0,38702765
2021-05-05,2178381,0,3922725,13577046,908343,8732,24131369,19832483,56512050,0,0,10438231,9238943,15204,0,2207959,6697385,3243808,0,51923545,5201470,1492827,40467001,16287586,0
2021-05-06,868141,840373,568,2056594,1819079,456,513607,427365,7870140,28770497,13209321,7621915,51137324,10007327,0,16377739,3713499,0,14396267,36049728,200664,278443,0,0,0
2021-05-07,21361751,0,0,455324,10604920,5318642,0,0,5914478,0,0,0,0,0,16882475,503054,335872433,0,0,0,0,0,0,0,0
2021-05-08,12377905,0,0,1029504,85917175,0,0,22860553,0,0,0,29888249,0,0,0,0,0,0,0,0,23694,235450869,0,0,0
2021-05-09,34166,0,27438648,11457773,0,0,0,0,3557264,0,20317796,27642,27633424,0,0,27689076,14326564,19685446,48726131,0,43489343,32245416,6255615,29834610,0
2021-05-10,2132393,12976337,777685,7762797,10284983,14923126,6136308,1229884,36569853,0,0,0,519,6765389,32066195,10512086,1308405,2721287,0,32705958,7798887,6603056,1580093,8206175,10246124
2021-05-11,14862454,0,4430981,2754521,9001821,7426,6994964,13044283,16405203,19335469,3408775,8979958,9030205,6962,6725111,8505710,18293590,40847901,9303646,7741971,2674864,20830841,0,0,0
2021-05-12,0,0,0,13933,0,46718867,0,0,2397896,0,49961,9225484,164086017,0,0,19102404,0,0,0,0,0,0,0,0,0
2021-05-13,3363471,1774673,3452394,6113967,49705626,4523139,108763,22771304,1245847,5970281,0,2708222,0,0,0,7114154,72289790,114869,2785178,10170341,14233111,1395933,5743984,56348631,0
2021-05-14,0,0,27953931,2525246,0,0,19564471,12226180,35799299,0,0,6473684,2032597,0,0,5056096,26334501,15593,0,0,22545522,0,0,0,0
2021-05-15,5332930,0,0,6189193,0,17270,0,0,28613570,0,0,0,0,0,0,0,127446304,0,0,0,0,0,0,0,0
2021-05-16,0,0,0,48757,0,7101413,8359217,1319144,0,267060,5639852,8280347,26,1649749,65876,2614569,107317368,0,1160658,6428,21362203,0,49747801,2191544,15762260
2021-05-17,471819,11348421,60923,270101,4722226,15133441,13895400,1742244,16769990,13265651,406754,0,6076708,0,61603487,2893354,27312535,8427620,3223743,11441513,13441746,0,2937969,19380334,0
2021-05-18,1378798,0,472087,1407380,0,0,5819352,14473097,19818216,0,7120517,9324,39154589,7395953,0,3795546,35817720,5075856,0,23574790,11184948,33198441,0,0,0
2021-05-19,1048222,0,3576386,164481,5822296,11091401,114506,3513245,2874889,0,0,9760740,824094,0,1264293,13420163,24338841,12393960,10303400,4412949,27692149,3195189,28923227,9733236,20679854
2021-05-20,10480042,8456611,8494097,3217584,22894111,0,0,0,8350871,4104458,2102407,14589834,0,0,0,5876219,42172047,325974,848434,134915,0,0,0,0,0
2021-05-21,0,0,0,123663002,705326,0,0,0,282952,0,0,0,0,9068,0,420321,0,0,0,0,0,0,0,0,0
2021-05-22,21668608,0,0,0,0,0,0,0,2518325535,0,0,0,0,0,0,219000770,0,0,0,146286852,0,0,0,0,0
2021-05-23,0,0,0,0,31263295,61820,0,0,0,0,0,0,0,0,0,61197002,0,0,0,0,0,0,0,0,0
2021-05-24,0,0,4412219,6078053,9579227,2259,3510826,3024358,8597985,750585,5486713,6510467,346282,0,38795191,9460839,17196788,841945,1648856,27393331,9105891,14864221,9085596,19956731,0
2021-05-25,993334,0,15765228,27858,0,35786196,425656,4269109,60486959,0,0,1842448,0,0,0,8832068,24890835,33424164,2541556,4518167,3498738,717,0,0,0
2021-05-26,3227433,924,160350,7050686,1960659,24197607,26448069,0,19849768,10612495,0,1410835,561,14416129,0,1504969,791021,830410,282739,2081310,4149618,122516,0,0,23763260
2021-05-27,960876,16446553,87,85797,0,0,0,1227962,683547,873082,3763150,15932,29511847,0,0,2163204,42093779,5041957,7572212,0,0,0,0,0,0
2021-05-28,0,0,0,0,0,0,0,0,249155,0,0,0,0,0,0,62240780,0,35382039,0,0,0,0,0,0,0
2021-05-29,0,0,69921,69234930,0,0,0,21278890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-30,0,0,0,0,0,0,0,0,11719208,0,78205,0,256845516,0,0,6396752,0,0,0,7248373,0,1111839,0,0,0
2021-05-31,731986,5105456,6416076,7070583,6441816,8152405,4593704,9017410,3781023,305705,2585598,1854987,0,0,22532585,1431941,10101517,6856717,172,4634997,5676659,15760808,0,0,5254591
2021-06-01,7635061,2429,2582906,0,1748077,4458,11750709,3129932,30762014,8441379,0,4479081,310,8345996,848698,11814685,21510956,12953066,1169595,23913760,5866251,289964,0,0,0
2021-06-02,1162927,0,75479,640186,2465287,5845464,11100326,46663,2866122,514004,2383203,3549524,40118780,0,0,2567088,15136704,0,11742739,9529055,10212579,2916668,12055003,11564925,0
2021-06-03,840601,7451077,0,52717,4878143,0,0,303357,4091182,5257412,0,4024557,1057079,1220,0,11533841,1753847,1066013,2167062,0,0,0,7905997,35453054,0
2021-06-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124069957,0,0,0,0,0,0,0,0
2021-06-05,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-06,0,0,0,0,0,3122371,35047838,16357431,9476063,0,0,0,0,0,0,0,0,0,1647630,0,0,0,54358103,0,0
2021-06-07,2100731,2099356,452859,47701,2429141,4383981,2237699,459226,7494259,0,0,1138,7,0,16946006,2604662,1871722,2160623,210374,6675002,481670,872884,762902,5035651,0
2021-06-08,217800,0,2024385,1079085,1380620,272,374800,4705658,5207489,647385,2603572,4441921,13975570,0,0,2149209,5425650,3083939,2961597,2335324,1898635,1241386,0,0,0
2021-06-09,421065,264,68,463099,413951,14414953,502929,970151,35020072,3262305,0,3314501,0,1489019,0,10542024,2500645,1061,634334,7238394,4159,16682819,0,0,913195
2021-06-10,0,1642671,292641,687838,6774321,0,0,0,10886675,3556778,1980575,641225,299542,2357400,21289526,477272,3834071,0,1510926,0,2519227,0,0,0,0
2021-06-11,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135590914,0,0,0,0,0,0
2021-06-13,0,0,3942925,4721193,5455100,0,7860296,0,808,0,38391,0,7276666,0,0,0,0,0,909513,2108,7006102,0,18843345,3855343,12541684
2021-06-14,0,1857086,0,769475,652114,2705977,2687467,0,867210,1498824,1206080,2664,2937128,0,10142614,103908,788005,5426527,288372,4851126,2961183,258975,0,1038862,0
2021-06-15,1318854,382,1297920,3945241,4235973,5312711,1442559,7802885,19286726,789185,3001192,2768384,87,0,43059,13059351,13635733,1842657,0,4271432,1866170,0,0,0,0
2021-06-16,379893,0,10820,1070,567786,298,0,1420437,1792524,0,0,8615403,856248,0,0,3044684,2767070,0,3515228,4135263,1462759,5888695,7325332,629644,0
2021-06-17,0,3503623,2493899,426618,1394860,0,0,1064780,1781033,2550173,218567,162366,11404615,3492018,587128,645277,5905706,1990642,0,449583,0,0,0,240340,0
2021-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-19,0,0,0,3100,0,23751,8399309,0,12488274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10243444
2021-06-20,0,0,0,0,0,0,0,1862049,0,0,0,0,0,0,0,0,0,0,7799531,16536230,0,0,0,0,0
2021-06-21,2855953,2331360,759131,21721,0,2825481,14750427,131127,8565852,3931013,229,1387949,0,0,7257967,2843396,2077659,274010,0,76262,0,0,0,0,0
2021-06-22,220697,0,42711,1635170,791007,313,24340,332213,7620124,477061,1903422,2093335,2051934,0,4978,983315,12657962,1560113,0,1013935,7354,1785334,0,0,0
2021-06-23,657280,0,337220,1058353,552021,967842,118130,0,1101743,0,885454,7425524,6288102,0,270092,4464022,6161756,1568,44309,6653895,14839392,57069,4488163,670004,0
2021-06-24,0,2274197,0,92050,7943728,2275579,110451,663875,7310965,93176,0,0,0,902563,16801561,684679,1335724,0,3353053,0,447,4441364,0,1807609,11787686
2021-06-25,0,0,25688259,448349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6797540,0,0,0,0,0,0
2021-06-26,0,0,0,0,0,0,0,0,30800588,0,0,0,0,0,0,0,0,0,0,4303,0,4271690,0,0,0
2021-06-27,0,0,823900,72795,0,0,0,9756467,176582,1481355,0,0,514,5641905,0,0,0,0,14588108,8529620,2069,0,0,0,0
2021-06-28,630197,0,139665,262060,534118,2704406,228157,1790852,12136003,484588,4798937,2131738,1835926,0,768212,1488966,8034730,19332,271,11884933,4155774,3378360,1777813,5844411,0
2021-06-29,265898,0,487052,1384169,4063153,1349,639062,145579,605248,1998219,230848,7761194,11305399,4184909,0,4379789,1794838,658169,882694,4749570,1491,0,0,0,0
2021-06-30,6395038,2365562,0,41799,1896978,184780,0,0,12005743,0,0,148487,46622,0,0,53406,0,0,0,222846,4601495,0,2030272,0,3244886
2021-07-01,915664,2304696,113002,621376,19052337,798925,2051337,193723,1659533,0,0,547137,0,0,3063833,3515225,506116,1882986,2632691,135,0,133910,0,0,0
2021-07-02,0,0,0,47669169,0,0,0,0,5150844,0,0,0,0,0,0,0,0,0,1595439,0,0,0,0,0,0
2021-07-03,0,0,844367,8236968,0,17891964,528641,0,0,0,0,0,0,0,88748,3489280,0,0,0,0,0,0,0,0,10393718
2021-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75269794,0,128476575,0,0,0,0,0,0
2021-07-05,5631002,966393,393842,854286,13205615,2052640,7071596,581750,12980737,0,3136487,3774627,71551383,0,0,2701311,894787,0,8426644,919396,1056666,1105111,0,0,0
2021-07-06,605068,0,29883,6072,1278538,0,80538,988218,8601166,2732223,11095450,6818218,5,0,1685212,14098979,22763363,682782,4512431,1561338,3892,7892423,0,0,9074488
2021-07-07,635642,5515401,856847,1560857,741820,6121441,10449696,694588,124156254,0,0,5883243,0,0,0,4876018,2496875,2680877,1821540,62875960,20047800,0,0,0,0
2021-07-08,0,17318611,2045381,1136108,18020210,2434,0,3267897,5550915,3178213,5025657,5311163,11371346,24215849,86940868,22231751,20069420,11346679,0,3580764,907121,3527030,0,0,0
2021-07-09,0,0,38699992,50263081,35541408,208168995,5111066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-10,0,0,0,0,0,0,0,0,11305373,0,0,0,0,0,0,0,57267722,383581359,0,0,0,0,0,0,0
2021-07-11,0,0,4785342,3785928,78601,0,1914625,7445986,7751584,154122123,0,0,0,81716552,0,0,0,0,0,0,0,0,95026637,75142449,0
2021-07-12,0,20556226,15043481,1823791,968825,0,0,0,90382338,0,0,0,0,0,119226757,28051184,69284585,3601992,0,14484096,36972398,13968855,580587,5438726,25873201
2021-07-13,58268870,0,1819600,42406003,20743016,37431132,12696064,74706359,34383244,44209819,0,0,0,0,2385110,11363660,66813431,8617839,0,106996214,0,2698940,0,0,0
2021-07-14,10170649,462197,9684950,1677928,24543833,48656959,32120834,349720,21467165,0,11641925,25703943,183724013,33221690,194025,16546655,8353519,17244337,42958547,14717007,0,0,60794804,3951991,0
2021-07-15,9910397,18161459,2260,2237853,108960684,10178096,122233536,10565257,162110924,45685750,6731551,30113019,4091571,0,11085629,19149914,20520163,6997210,5061012,598644,0,0,0,67584529,0
2021-07-16,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-17,0,0,0,0,8960604,0,0,0,0,0,0,203092622,0,0,0,51213858,8660988,0,0,0,0,0,0,0,0
2021-07-18,243715,56808289,7594855,14517171,26501527,46451,526003,3251343,0,14475107,95787542,83989301,0,0,0,0,0,0,4067396,0,0,0,6668845,0,0
2021-07-19,24800517,10188321,3816734,8405531,7545508,16398241,17499011,17048637,74853533,17666432,1733125,11836126,0,0,43999946,18782089,14418447,1852651,889684,20491680,25815939,27213663,957260,9930404,0
2021-07-20,3246614,2186555,5521296,5216009,8467353,0,14426,8513322,38619204,5357690,14558285,22527184,104183574,0,2024234,14305278,68926216,16096625,8236980,27547040,12238855,20635090,0,0,0
2021-07-21,27239632,9013695,5406746,17331467,11101614,30914586,17096463,21430828,29253763,18557503,0,22595794,4462,23260982,161785,25723421,3134175,0,11306729,25144033,9313303,13682438,36218151,14148035,26461575
2021-07-22,6311719,12641266,4801189,3439173,4421018,4407368,436646,2056023,790747,13969909,13165992,12105537,15909977,0,47067219,21970164,37135648,20469561,10488807,9243778,15284630,6056083,0,10892340,0
2021-07-23,0,0,2878678,580345,35846043,0,0,0,3314169,0,69052,0,226785762,0,131853269,8543874,0,0,14972790,0,0,0,0,0,0
2021-07-24,0,0,7629925,26628794,3059150,0,0,3521007,140011,0,0,0,0,20761940,0,0,342862836,17559894,6349616,0,0,0,0,0,245195595
2021-07-25,0,1915571,2351889,14277672,0,17830,37038872,11983287,129759735,1564136,31873823,38935,48214330,37962165,0,20295402,3144414,4988510,11947407,128243046,0,0,48279914,21396118,0
2021-07-26,3227248,6516225,7242287,3834372,5562006,14807313,5338974,52,44764562,1772783,12802017,12883357,79673035,7541,53708005,6093033,38513926,11070462,397886,18810605,10924908,22700203,567584,6692648,0
2021-07-27,5087475,953698,3427687,4038712,8982813,14971038,6304162,7605103,36200046,10381694,0,5268714,162039,7505920,47041,10467375,26365871,3159261,5670597,20444382,9780343,17667966,0,0,17082119
2021-07-28,3055203,10375226,15441524,4193853,7160838,8713359,3613083,192043,11602570,1289997,6705954,619985,0,0,1381940,13600083,8373287,8787861,5514497,27075689,2959586,452357,10304737,7412927,0
2021-07-29,13133720,6542828,2703474,7429557,27925486,10491246,7001029,3670086,3818508,18788008,2788095,2394724,40880828,5553007,41909122,3328870,44357323,2925735,1687609,701893,0,0,1433104,20207172,0
2021-07-30,0,0,0,12312557,665618,13470462,0,29008850,0,0,0,51638648,0,0,0,11982559,0,0,44568187,0,0,0,0,0,216949752
2021-07-31,363637,10628172,0,0,0,102639,58992383,30594853,62304374,0,0,0,0,0,114712649,6818372,0,0,12791461,0,0,0,0,0,0
2021-08-01,0,33497037,0,3379612,10714411,12929143,13013811,1543287,7235403,0,18250379,0,11982140,9226324,0,129437,1498145,0,0,373257,0,0,103211146,132368123,0
2021-08-02,5278490,12252161,3175404,12472075,9739739,21646525,10293418,0,39504841,11767301,0,17167308,664274,3065907,11458180,23897433,37732397,8149357,6633020,18684563,11787342,3210786,0,0,20668552
2021-08-03,19115675,7286875,10573552,7187092,7208305,7202,1269804,19782070,22618458,6201584,22086742,22560714,11283939,0,40910627,14726675,12377111,8645796,2751006,28145192,669369,40492682,28494740,91927036,0
2021-08-04,9415120,3040189,789885,11632107,22477557,17132259,16643583,1028604,25555400,2942157,6612776,16359180,98314878,0,4528806,11777703,43824472,12757159,12409661,43787880,32644650,35998601,0,0,0
2021-08-05,17594410,13999623,16169859,1070786,11633745,20917511,1014158,5782437,23520916,18825815,5844938,0,0,0,100296878,5124094,7050301,4776197,7956449,955125,8642122,2996369,21466532,38229153,46577724
2021-08-06,7290516,13823365,22886911,19896554,0,39503,38432391,0,46109237,0,0,11821677,0,17017908,0,942151,9824923,1433130,7898303,0,0,0,100103617,149360324,0
2021-08-07,154133469,34101007,37644377,0,0,0,0,0,10854456,0,226158,0,742761182,0,1588480,62453470,0,683517,14568101,0,0,0,0,0,0
2021-08-08,0,14124676,4727216,1371365,62778152,1252285,0,6198322,1737316,23674001,30357288,18641942,60514148,19771366,0,628857,4211807,0,0,0,0,0,37543074,58467786,73067351
2021-08-09,36617943,8206921,4628782,986022,24785314,9593497,8105608,1257777,58868102,28322715,22766316,33366737,9714550,0,29486259,18523639,48697284,3822011,1258666,27264068,17733164,10328817,0,0,0
2021-08-10,50816881,1308004,34028279,26246411,11125494,2471886,29105935,5316897,27941045,0,4175389,21910533,119034060,13103319,727863,5433357,18825602,10927454,12401865,20952016,2252303,21804001,34063865,12325458,0
2021-08-11,6502789,5341614,907686,2994432,9153612,35196592,10320224,5447636,67081115,0,0,3950,26,0,3936380,32028706,17758851,5710315,6415376,14032306,12513501,25264486,0,0,25182752
2021-08-12,15629305,14986318,16142232,25754419,22736901,4761,22948050,11836891,16717626,20926116,0,4920089,0,0,69660295,5618416,82347449,11412043,2535455,3863072,97187,0,14152579,23254077,0
2021-08-13,0,3475038,7150160,3422791,0,0,0,0,0,0,0,0,114604814,0,0,0,0,0,4805573,0,13770879,0,148982956,70226517,0
2021-08-14,1428006,10275,0,592901,0,94985748,1004320,0,0,96035316,10193531,17287629,0,15375261,0,0,0,0,24914628,0,0,0,0,0,166259087
2021-08-15,1352307,17106235,5838515,533283,0,0,13566,0,17457938,22142890,38602810,71085,192026521,14337420,129310171,22948247,80684300,0,2877170,37142,0,0,0,0,0
2021-08-16,13791255,5544042,3685120,16087367,35406531,46045777,18653495,11939527,58458865,0,5730697,19823292,120866700,0,80317203,36921664,95148253,1737,837264,48836368,31929318,27993543,0,0,0
2021-08-17,40218173,13152905,19403171,14671356,15734216,678607,25729068,25498619,52408655,0,0,0,1498,29149701,732607,32147000,3094560,45411201,46100539,796276,16498979,28645445,8192620,42993983,69823671
2021-08-18,8144824,29785904,10284947,735321,33664649,35499691,29149463,2765226,3609340,79661404,0,0,0,0,9626146,8931048,1678868,0,3078889,12209506,29560900,2294656,0,0,0
2021-08-19,40428978,10183920,9507616,6176852,13778290,11134,15388518,3045840,72094951,4706343,17153522,23568483,11760255,78134,4265382,18841966,33818450,10981433,138958,24738385,10217406,21097554,15371466,29412801,0
2021-08-20,2385700,0,0,23694908,23813919,128480477,3579436,15052121,29379350,0,0,0,0,0,0,0,24630704,7170,52434969,0,0,0,0,0,221097316
2021-08-21,6194483,91750463,2441540,0,20558795,20841,0,0,78313676,0,0,0,0,0,0,0,138610325,3996446,32501308,0,0,0,0,0,0
2021-08-22,510961,17752647,0,5317283,4033283,0,6592604,25945074,30833495,66614245,61274039,17256306,235668093,44305397,128051471,3592780,9023817,1728944,3819225,6232323,24936,35642530,53562125,15595836,0
2021-08-23,5887191,10029562,8771468,5647402,11677976,49799527,10522642,2318199,100552105,0,0,15982163,945876,0,144736000,31975484,41829642,21570172,759900,38803980,15114002,29641384,0,0,2847393
2021-08-24,1587535,14943387,1596287,28872140,16339738,1140238,45234101,19707283,34303486,46684067,220738,7470662,0,0,0,324571,26941937,4887044,5847058,10913393,13219849,0,33823243,38234323,44683608
2021-08-25,17145810,26003263,541536,11481861,30621094,33512851,34453766,6321583,7300716,5432177,71604751,19454331,301452435,0,525987,20679958,3654585,32993477,27985373,0,5014760,0,0,0,0
2021-08-26,19546191,6655723,8695420,23478921,40665690,27496640,27657318,174959,112729605,0,0,34313168,1081799,25767301,4270285,56051122,41536229,3186177,1967,81215472,18435955,12138822,0,0,71136300
2021-08-27,0,17861762,114196164,25625033,0,0,43467918,21039144,9563831,0,0,0,0,0,195146040,0,0,0,31527771,0,0,0,52130453,55578086,27212172
2021-08-28,0,63646598,0,0,0,0,0,43460187,0,0,0,0,0,0,0,0,295171732,0,16337546,0,0,0,0,0,0
2021-08-29,12337607,15879009,16659,1998,503914,58528,2355056,4634485,23452942,30802188,22648601,9582333,126644328,9954852,97088890,7366986,25112626,21241218,1057308,3065498,0,0,18813327,24073531,0
